customerID,tenure,MonthlyCharges,Churn_Probability,Cluster
5236-PERKL,57,112.95,0.7,1
0142-GVYSN,26,20.3,0.01,0
1049-FYSYG,17,35.65,0.13,0
7854-FOKSF,1,35.9,0.9,0
2519-FAKOD,38,99.25,0.36,1
8406-LNMHF,59,82.95,0.01,1
1821-BUCWY,30,55.65,0.03,3
8263-JQAIK,2,24.45,0.83,0
0023-UYUPN,50,25.2,0.01,2
8314-DPQHL,9,50.8,0.06,0
1465-WCZVT,3,19.65,0.03,0
9481-SFCQY,14,59.8,0.04,3
6360-SVNWV,31,73.55,0.46,3
0567-GGCAC,7,61.4,0.3,3
7089-IVVAZ,8,103.35,0.95,3
8884-MRNSU,17,19.9,0.01,0
2171-UDMFD,32,19.45,0.03,0
9050-IKDZA,2,81.5,0.77,3
2205-YMZZJ,7,84.8,0.91,3
9802-CAQUT,72,109.55,0.0,1
1254-IZEYF,31,99.95,0.85,3
0187-WZNAB,27,74.4,0.08,3
9492-TOKRI,18,90.0,0.51,3
1475-VWVDO,7,74.9,0.17,3
9221-OTIVJ,14,104.85,0.87,3
1357-MVDOZ,11,59.65,0.08,3
7602-MVRMB,72,110.45,0.0,1
3325-FUYCG,28,106.1,0.75,3
5908-QMGOE,15,74.2,0.38,3
1197-BVMVG,4,74.45,0.27,3
5406-KGRMX,71,24.55,0.01,2
8481-YYXWG,5,89.35,0.89,3
5968-HYJRZ,47,24.55,0.0,2
5198-EFNBM,57,90.65,0.08,1
7516-GMHUV,50,105.05,0.34,1
7140-ADSMJ,8,20.45,0.02,0
2230-XTUWL,48,19.55,0.0,2
7706-YLMQA,70,19.7,0.01,2
2585-KTFRE,1,70.45,0.1,3
7994-UYIVZ,8,85.65,0.32,3
2609-IAICY,1,77.15,0.99,3
1740-CSDJP,1,35.25,0.91,0
7717-BICXI,60,20.55,0.0,2
6559-RAKOZ,49,97.95,0.2,1
2636-OHFMN,4,48.55,0.86,0
4716-MRVEN,29,20.0,0.0,0
2143-LJULT,67,25.25,0.01,2
1323-OOEPC,53,98.4,0.8,1
3200-MNQTF,67,70.9,0.01,1
6164-HXUGH,6,19.85,0.01,0
5630-IXDXV,47,106.35,0.32,1
0320-DWVTU,53,99.5,0.08,1
9135-MGVPY,69,84.7,0.0,1
1212-GLHMD,3,86.05,0.27,3
7878-JGDKK,4,44.55,0.31,0
1088-AUUZZ,56,75.85,0.0,1
0397-GZBBC,59,93.85,0.77,1
6614-YWYSC,61,25.0,0.0,2
9588-OZDMQ,2,45.0,0.15,0
7641-EUYET,46,100.7,0.85,1
6476-EPYZR,12,20.5,0.01,0
9921-ZVRHG,14,80.45,0.83,3
1174-FGIFN,28,90.45,0.34,3
6620-HVDUJ,24,60.45,0.02,3
4701-MLJPN,31,55.25,0.67,3
1032-MAELW,68,78.45,0.09,1
7641-TQFHN,39,100.55,0.08,1
1552-TKMXS,42,20.35,0.08,2
9206-GVPEQ,13,54.45,0.73,0
8622-ZLFKO,6,90.75,0.31,3
1596-BBVTG,35,75.35,0.79,3
6188-UXBBR,38,20.25,0.0,2
2333-KWEWW,18,20.05,0.0,0
5702-SKUOB,4,19.6,0.03,0
1134-YWTYF,27,53.8,0.03,3
6061-GWWAV,41,70.2,0.01,3
0679-TDGAK,50,75.5,0.01,1
6585-WCEWR,72,20.35,0.0,2
9067-YGSCA,70,26.05,0.01,2
9067-SQTNS,44,20.6,0.0,2
8433-WXGNA,2,75.7,0.7,3
1776-SPBWV,34,20.1,0.0,0
8735-SDUFN,72,24.3,0.0,2
9668-PUGNU,71,24.5,0.03,2
9405-GPBBG,64,110.5,0.0,1
1926-QUZNN,72,25.25,0.0,2
3707-GNWHM,1,74.25,0.83,3
7016-NVRIC,29,90.1,0.06,3
5829-NVSQN,23,68.75,0.0,3
9565-AXSMR,52,19.2,0.0,2
8922-LIEGH,25,89.7,0.89,3
8869-LIHMK,64,115.1,0.08,1
8245-UMPYT,16,96.4,0.98,3
5186-SAMNZ,1,69.5,0.94,3
0447-RXSGD,24,99.65,0.51,3
4927-WWOOZ,2,91.45,0.29,3
5788-YPOEG,34,84.75,0.01,3
5373-SFODM,36,85.25,0.84,3
0661-KBKPA,53,78.75,0.08,1
9081-WWXKP,47,20.25,0.0,2
0784-ZQJZX,72,19.9,0.0,2
3133-PZNSR,72,97.75,0.02,1
5766-ZJYBB,1,19.4,0.7343333333333334,0
8931-GJJIQ,9,83.3,0.86,3
4277-PVRAN,8,80.1,0.78,3
0022-TCJCI,45,62.7,0.69,2
0722-SVSFK,7,100.4,0.31,3
3612-YVGSJ,71,24.45,0.0,2
9825-YCXWZ,41,101.1,0.1,1
5397-NSKQG,67,50.9,0.02,2
8565-HBFNN,69,107.2,0.05,1
2000-DHJUY,70,92.2,0.0,1
0203-HHYIJ,25,25.3,0.66,0
8670-ERCJH,72,113.4,0.0,1
7758-UJWYS,34,40.55,0.06,2
2050-ONYDQ,65,26.0,0.0,2
7055-JCGNI,70,111.95,0.02,1
0739-UUAJR,72,53.8,0.03,2
4826-DXMUP,35,72.1,0.08,3
0952-KMEEH,13,98.15,0.83,3
7285-KLOTR,12,78.85,0.03,3
0654-PQKDW,62,70.75,0.02,1
7175-NTIXE,25,76.15,0.05,3
7963-SHNDT,52,39.1,0.0,2
9796-BPKIW,8,69.95,0.26,3
0188-GWFLE,2,20.05,0.15,0
8129-GMVGI,56,20.05,0.0,2
2882-DDZPG,12,19.45,0.06,0
3547-LQRIK,47,26.9,0.0,2
9137-NOQKA,2,19.2,0.13,0
5843-TTHGI,18,50.0,0.04,0
1849-RJYIG,8,60.0,0.12,3
8868-GAGIO,45,84.55,0.06,1
4061-UKJWL,3,45.45,0.15,0
5380-XPJNZ,38,20.05,0.0,2
8263-QMNTJ,72,115.55,0.01,1
8178-EYZUO,46,93.7,0.69,1
3230-JCNZS,71,99.0,0.0,1
0277-ORXQS,66,50.55,0.01,2
5130-IEKQT,25,105.95,0.82,3
3230-WYKIR,18,82.0,0.65,3
7996-BPXHY,13,25.0,0.02,0
3227-WLKLI,65,91.55,0.0,1
0407-BDJKB,60,95.75,0.86,1
2266-FUBDZ,15,19.35,0.01,0
8237-ULIXL,72,24.85,0.0,2
9600-UDOPK,30,94.05,0.83,3
8216-AZUUZ,42,100.4,0.05,1
9153-BTBVV,71,25.0,0.0,2
4074-SJFFA,1,54.75,0.86,0
3269-ATYWD,39,95.65,0.43,1
5186-PEIZU,35,19.25,0.26,2
1074-AMIOH,53,108.25,0.08,1
4910-GMJOT,1,94.6,0.95,3
0354-WYROK,31,98.9,0.81,3
4361-FEBGN,48,20.15,0.0,2
7748-UMTRK,30,101.3,0.66,3
0380-ZCSBI,10,20.0,0.04,0
7145-FEJWU,12,105.3,0.3,3
6463-MVYRY,57,69.85,0.05,1
3969-JQABI,58,65.25,0.11,1
9624-EGDEQ,37,19.8,0.0,2
1051-EQPZR,44,19.6,0.07,2
5849-ASHZJ,27,20.05,0.0,0
5780-INQIK,8,49.4,0.17,0
7576-OYWBN,3,76.05,0.97,3
4526-ZJJTM,25,88.4,0.43,3
8384-FZBJK,57,100.6,0.61,1
3750-RNQKR,12,19.45,0.0,0
0962-CQPWQ,62,20.3,0.0,2
3096-YXENJ,65,107.65,0.08,1
1265-BCFEO,71,80.45,0.01,1
5837-LXSDN,21,58.85,0.08,3
5945-AZYHT,71,109.6,0.4,1
8325-QRPZR,7,75.15,0.21,3
6384-VMJHP,72,73.0,0.04,1
2262-SLNVK,1,70.1,0.2875,3
7730-CLDSV,72,98.65,0.05,1
1135-HIORI,64,111.45,0.05,1
0164-APGRB,72,114.9,0.01,1
6481-ESCNL,29,100.55,0.12,3
1790-NESIO,13,20.4,0.0,0
1550-EENBN,31,104.35,0.09,3
5539-TMZLF,1,69.75,0.9866666666666666,3
4323-SADQS,7,34.5,0.33,0
4446-BZKHU,61,105.55,0.8,1
5202-IVJNU,39,30.1,0.07,2
5976-JCJRH,10,70.3,0.97,3
8198-RKSZG,14,80.45,0.04,3
0137-OCGAB,1,80.2,0.71,3
3351-NQLDI,67,94.35,0.69,1
9297-EONCV,72,91.35,0.0,1
7593-JNWRU,6,44.6,0.77,0
4588-YBNIB,1,19.6,0.72,0
1069-QJOEE,25,19.9,0.0,0
3336-JORSO,33,110.45,0.65,1
7799-DSEWS,18,68.35,0.19,3
8766-PAFNE,71,79.1,0.01,1
5315-CKEQK,28,51.0,0.15,0
3130-ICDUP,2,80.55,0.18,3
0820-FNRNX,17,66.7,0.09,3
0880-FVFWF,56,86.4,0.11,1
4611-ANLQC,60,50.05,0.04,2
4213-HKBJO,33,25.7,0.0,0
2792-LSHWX,1,83.4,0.25,3
5028-GZLDO,2,70.7,0.79,3
0014-BMAQU,63,84.65,0.0,1
6861-XWTWQ,7,99.25,0.98,3
9018-PCIOK,55,64.75,0.04,2
4837-QUSFT,65,100.15,0.03,1
6877-TJMBR,1,84.8,0.83,3
9953-ZMKSM,63,25.25,0.01,2
0907-HQNTS,70,113.0,0.0,1
7665-NKLAV,36,40.65,0.01,2
6769-DCQLI,52,105.0,0.71,1
2433-KMEAS,22,54.45,0.7,3
4391-LNRXK,22,94.95,0.07,3
8250-ZNGGW,5,59.9,0.28,3
2195-ZRVAX,47,85.3,0.81,1
3550-SAHFP,33,83.35,0.85,3
2011-TRQYE,18,33.5,0.62,0
8562-GHPPI,1,19.8,0.044000000000000004,0
5893-PYOLZ,56,81.8,0.0,1
4986-MXSFP,2,20.0,0.02,0
6131-FOYAS,35,59.6,0.08,2
3027-YNWZU,64,25.0,0.0,2
5609-IMCGG,15,84.35,0.08,3
4873-ILOLJ,24,90.35,0.62,3
4727-MCYZG,1,55.55,0.41,0
9481-WHGWY,70,75.35,0.01,1
2725-KXXWT,1,90.75,0.94,3
9565-DJPIB,4,89.6,0.84,3
4328-VUFWD,39,59.3,0.03,2
3301-LSLWQ,29,66.1,0.06,3
7473-ZBDSN,14,18.8,0.02,0
3166-PNEOF,61,86.45,0.0,1
5639-NTUPK,13,52.1,0.09,0
8780-YRMTT,66,47.4,0.03,2
8348-HFYIV,2,49.25,0.96,0
5140-FOMCQ,59,109.15,0.07,1
6242-SGYTS,62,94.95,0.02,1
8166-ORCHU,33,93.55,0.05,3
8414-OOEEL,66,79.5,0.01,1
8454-AATJP,72,115.05,0.02,1
6849-WLEYG,1,19.75,0.17416666666666664,0
4659-NZRUF,19,95.15,0.83,3
4531-AUZNK,51,95.15,0.08,1
4191-XOVOM,63,105.4,0.16,1
2150-OEGBV,27,20.1,0.0,0
8429-XIBUM,22,101.35,0.79,3
1855-CFULU,4,20.05,0.23,0
4878-BUNFV,42,20.7,0.0,2
1872-EBWSC,29,20.35,0.0,0
2608-BHKFN,4,70.05,0.84,3
7026-YMSBE,30,19.7,0.0,0
7341-LXCAF,4,74.65,0.88,3
6997-UVGOX,71,85.45,0.0,1
9674-EHPPG,46,40.4,0.01,2
9462-MJUAW,4,50.4,0.76,0
8128-YVJRG,7,79.65,0.75,3
5440-VHLUL,69,105.2,0.19,1
5781-BKHOP,72,100.65,0.0,1
4283-FUTGF,19,79.85,0.9,3
5213-TWWJU,28,91.0,0.06,3
1569-TTNYJ,5,78.75,0.98,3
8628-MFKAX,72,116.75,0.0,1
2397-BRLOM,8,80.45,0.87,3
7629-WIXZF,7,59.1,0.11,3
5445-GLVOT,22,49.8,0.58,0
3976-HXHCE,72,19.3,0.0,2
2466-NEJOJ,8,19.65,0.05,0
0254-KCJGT,52,81.4,0.01,1
5472-CVMDX,68,38.9,0.05,2
6461-SZMCV,71,87.95,0.0,1
8150-QUDFX,2,19.85,0.13,0
9508-ILZDG,34,96.35,0.26,3
2346-DJQTB,35,24.15,0.16,2
1697-LYYYX,61,19.1,0.0,2
1942-OQFRW,1,44.0,0.51,0
4749-VFKVB,1,50.1,0.81,0
9640-ZSLDC,53,60.6,0.12,2
4231-LZUYM,72,25.65,0.0,2
7598-UAASY,2,76.4,0.86,3
7938-OUHIO,3,98.7,0.71,3
8510-AWCXC,13,100.8,0.98,3
6128-AQBMT,41,53.95,0.54,2
3594-BDSOA,24,20.4,0.0,0
0431-APWVY,28,90.1,0.24,3
5133-VRSAB,8,29.35,0.33,0
5996-DAOQL,1,20.45,0.1,0
6838-YAUVY,54,95.1,0.05,1
0484-JPBRU,41,25.25,0.04,2
7883-ROJOC,19,44.9,0.02,0
0244-LGNFY,72,92.65,0.0,1
7274-CGTOD,62,43.7,0.0,2
4295-YURET,56,72.6,0.04,1
3426-NIYYL,15,51.55,0.11,0
8225-BTJAU,10,79.25,0.71,3
4635-EJYPD,32,18.95,0.02,0
1866-ZSLJM,21,20.5,0.04,0
4636-TVXVG,62,19.95,0.0,2
4236-UJPWO,2,24.5,0.32,0
9392-XBGTD,27,20.6,0.0,0
3387-VATUS,5,94.85,0.93,3
6402-SSEJG,25,61.05,0.05,3
1143-NMNQJ,2,85.7,0.99,3
1169-SAOCL,49,106.65,0.16,1
1110-KYLGQ,63,108.25,0.14,1
9929-PLVPA,4,20.4,0.07,0
3518-PZXZQ,1,55.3,0.67,0
2371-JUNGC,11,20.25,0.07,0
7693-QPEFS,52,72.95,0.08,1
0924-BJCRC,60,89.45,0.17,1
5074-FBGHB,64,104.65,0.14,1
2351-BKRZW,43,75.2,0.02,1
4455-BFSPD,61,101.15,0.08,1
0415-MOSGF,1,44.4,0.74,0
1724-BQUHA,5,89.5,0.89,3
3948-KXDUF,66,68.75,0.0,1
2323-ARSVR,67,111.05,0.02,1
0815-MFZGM,42,99.0,0.02,1
4826-XTSOH,1,86.05,0.94,3
5480-XTFFL,31,21.0,0.0,0
8295-FHIVV,7,19.4,0.17,0
2495-INZWQ,4,44.55,0.9,0
9086-YJYXS,34,77.2,0.01,3
1179-INLAT,3,19.45,0.01,0
7909-FIOIY,19,24.85,0.11,0
4139-SUGLD,31,35.4,0.7,0
6857-VWJDT,1,95.65,0.85,3
6351-SCJKT,3,41.35,0.11,0
5468-BPMMO,46,19.6,0.04,2
5624-BQSSA,1,20.95,0.5988333333333331,0
0197-PNKNK,69,84.45,0.0,1
2439-QKJUL,5,20.25,0.21,0
1194-SPVSP,1,19.65,0.04,0
9534-NSXEM,26,20.65,0.02,0
2408-WITXK,10,34.7,0.78,0
8929-KSWIH,25,99.3,0.02,3
2250-IVBWA,64,81.05,0.08,1
1810-MVMAI,30,67.6,0.15,3
9506-UXUSK,13,70.15,0.19,3
1229-RCALF,64,115.0,0.03,1
3572-UOLYZ,46,84.8,0.15,1
1429-UYJSV,12,19.7,0.02,0
5577-OTWWW,15,19.75,0.45,0
6100-QQHEB,17,92.55,0.87,3
6366-XIVKZ,13,63.15,0.06,3
3470-OBUET,67,74.0,0.01,1
2770-NSVDG,24,29.1,0.08,0
9375-MHRRS,6,50.05,0.11,0
2634-HCZGT,53,60.05,0.02,2
7503-QQRVF,16,74.3,0.63,3
4860-YZGZM,10,20.0,0.08,0
6599-GZWCM,13,74.65,0.03,3
2691-NZETQ,9,85.35,0.72,3
4404-HIBDJ,25,74.3,0.66,3
5533-NHFRF,7,44.4,0.19,0
7037-MTYVW,38,85.4,0.0,3
4760-THGOT,43,94.1,0.11,1
7295-JOMMD,4,98.1,0.9,3
4016-BJKTZ,25,108.9,0.08,3
6584-VQMYT,27,56.2,0.04,3
9838-BFCQT,72,26.1,0.0,2
2790-XUYMV,71,85.45,0.02,1
0581-MDMPW,24,88.95,0.17,3
5013-SBUIH,50,109.65,0.65,1
1023-BQXZE,57,74.35,0.0,1
9163-GHAYE,15,48.85,0.01,0
3904-UKFRE,4,80.1,0.14,3
5353-WILCI,28,56.05,0.12,3
0709-TVGUR,9,74.55,0.84,3
0058-EVZWM,55,89.8,0.04,1
6023-YEBUP,3,100.95,0.97,3
7209-JCUDS,10,94.9,0.86,3
7009-PCARS,55,19.1,0.07,2
0519-DRGTI,20,20.35,0.02,0
1017-FBQMM,62,106.05,0.05,1
3001-CBHLQ,32,104.9,0.8,3
1985-MBRYP,43,19.65,0.0,2
6158-DWPZT,9,24.1,0.74,0
9372-TXXPS,60,59.85,0.01,2
3259-QMXUN,58,86.1,0.03,1
1015-JPFYW,7,19.45,0.01,0
6645-MXQJT,2,97.1,0.25,3
4360-QRAVE,37,36.65,0.08,2
8433-WPJTV,65,103.9,0.05,1
5804-JMYIO,39,19.75,0.0,2
3763-GCZHZ,66,104.05,0.18,1
6484-LATFU,68,24.55,0.0,2
7599-NTMDP,62,48.7,0.02,2
0772-GYEQQ,3,88.35,0.92,3
0536-ACXIP,72,109.55,0.0,1
0936-NQLJU,41,20.65,0.0,2
4831-EOBFE,29,94.65,0.71,3
1575-KRZZE,4,55.2,0.11,0
3251-YMVWZ,53,24.05,0.01,2
4102-OQUPX,1,74.4,0.9,3
9170-GYZJC,41,79.9,0.63,1
4884-LEVMQ,39,20.45,0.0,2
8857-CUPFQ,63,19.25,0.01,2
7610-TVOPG,15,26.35,0.04,0
3638-DIMPH,13,43.8,0.02,0
1845-ZLLIG,1,50.15,0.13,0
8559-WNQZS,1,20.45,0.04,0
3999-QGRJH,8,69.7,0.66,3
1699-UOTXU,60,61.4,0.03,2
2454-RPBRZ,12,98.1,0.87,3
0635-WKOLD,40,70.75,0.03,3
5993-JSUWV,66,61.15,0.0,1
4518-FZBSX,42,20.25,0.0,2
5387-ASZNZ,66,63.85,0.08,1
6988-CJEYV,49,98.7,0.12,1
2002-MZHWP,1,20.5,0.5151666666666668,0
3097-FQTVJ,41,20.0,0.0,2
5465-BUBFA,41,19.3,0.0,2
7299-GNVPL,23,84.4,0.04,3
9743-DQKQW,3,25.1,0.86,0
1215-VFYVK,4,48.25,0.14,0
9371-BITHB,52,19.85,0.0,2
2265-CYWIV,4,99.6,0.93,3
9093-FPDLG,11,94.2,0.61,3
0541-FITGH,2,62.15,0.1,3
6985-HAYWX,26,79.3,0.46,3
7508-KBIMB,24,56.25,0.07,3
6838-HVLXG,12,20.3,0.01,0
2277-DJJDL,60,99.0,0.15,1
1897-OKVMW,64,90.6,0.0,1
5485-ITNPC,66,85.9,0.0,1
0233-FTHAV,60,79.2,0.05,1
4644-PIZRT,17,70.35,0.05,3
8922-NPKBJ,42,19.35,0.0,2
2740-TVLFN,1,50.15,0.16,0
7771-CFQRQ,47,63.8,0.05,2
9512-PHSMG,10,20.55,0.01,0
6963-EZQEE,70,88.55,0.01,1
2452-KDRRH,67,101.4,0.38,1
2004-OCQXK,1,81.95,0.96,3
5027-QPKTE,7,69.35,0.88,3
4146-SVFUD,1,44.6,0.31,0
1564-HJUVY,4,63.75,0.12,3
3617-XLSGQ,66,109.25,0.03,1
7517-LDMPS,12,84.6,0.22,3
7244-KXYZN,24,20.45,0.0,0
5226-NOZFC,26,85.75,0.19,3
2672-HUYVI,6,91.1,0.88,3
1400-WIVLL,57,107.95,0.24,1
7508-MYBOG,14,86.1,0.9,3
8148-NLEGT,42,22.95,0.0,2
0148-DCDOS,25,94.7,0.37,3
8347-GDTMP,64,19.45,0.0,2
9992-RRAMN,22,85.1,0.89,3
6746-WAUWT,19,19.7,0.0,0
0310-MVLET,61,99.15,0.77,1
0428-IKYCP,22,87.0,0.29,3
4550-VBOFE,70,102.95,0.2,1
2187-PKZAY,12,79.95,0.15,3
4003-OCTMP,31,64.0,0.0,3
6652-YFFJO,11,64.9,0.28,3
7225-IILWY,68,25.75,0.0,2
5248-RPYWW,72,90.15,0.0,1
7923-IYJWY,67,116.1,0.11,1
3170-GWYKC,60,104.95,0.16,1
5696-QURRL,1,45.05,0.73,0
7409-KIUTL,1,71.0,0.92,3
9830-ECLEN,58,50.0,0.05,2
1732-VHUBQ,47,70.55,0.75,1
0495-RVCBF,1,79.7,0.97,3
2668-TZSPS,1,20.45,0.06,0
7854-EDSSA,22,59.0,0.75,3
8869-TORSS,48,60.35,0.58,2
7446-SFAOA,37,19.85,0.0,2
9522-ZSINC,13,19.95,0.04,0
8234-GSZYK,43,26.45,0.01,2
6505-OZNPG,6,63.4,0.1,3
6164-HAQTX,71,53.95,0.0,2
0679-IDSTG,1,69.25,0.95,3
7765-LWVVH,72,95.1,0.03,1
1658-TJVOA,6,74.1,0.1,3
0953-LGOVU,12,35.5,0.08,0
2115-BFTIW,25,70.95,0.62,3
4692-NNQRU,21,79.2,0.04,3
7742-MYPGI,6,48.8,0.16,0
0611-DFXKO,20,89.0,0.77,3
7780-OTDSO,18,99.4,0.83,3
9619-GSATL,43,55.45,0.02,2
5622-UEJFI,35,25.4,0.0,2
9747-DDZOS,1,73.5,0.87,3
0674-DGMAQ,32,93.5,0.58,3
6203-HBZPA,52,63.9,0.01,2
0484-FFVBJ,32,64.85,0.04,3
0301-FIDRB,72,63.8,0.0,1
4139-JPIAM,51,44.45,0.09,2
2181-TIDSV,68,19.95,0.0,2
2761-XECQW,8,43.35,0.19,0
1936-CZAKF,49,49.65,0.06,2
9453-PATOS,72,85.1,0.0,1
0564-JJHGS,9,95.5,0.87,3
3348-CFRNX,28,92.35,0.81,3
4402-FTBXC,54,89.8,0.06,1
1428-GTBJJ,11,74.55,0.91,3
2931-XIQBR,50,103.05,0.05,1
0106-UGRDO,69,116.0,0.07,1
5542-TBBWB,1,69.9,0.6683928571428573,3
1930-QPBVZ,68,95.1,0.08,1
2606-PKWJB,40,40.25,0.02,2
5322-ZSMZY,31,25.75,0.0,0
8059-UDZFY,33,105.35,0.51,3
7740-BTPUX,55,113.6,0.2,1
5220-AGAAX,68,24.0,0.0,2
0208-BPQEJ,12,19.4,0.11,0
9435-JMLSX,71,86.1,0.0,1
3352-ALMCK,40,102.65,0.27,1
5312-IRCFR,64,92.85,0.17,1
5294-IMHHT,53,97.75,0.09,1
8802-UNOJF,12,83.8,0.82,3
6313-GIDIT,53,54.45,0.84,2
6176-YJWAS,72,97.95,0.01,1
5310-NOOVA,46,19.95,0.06,2
4526-EXKKN,40,24.6,0.01,2
5311-IHLEI,12,50.95,0.12,0
3987-KQDDU,9,75.6,0.09,3
3404-JNXAX,51,80.75,0.43,1
5131-PONJI,49,90.4,0.1,1
2845-AFFTX,41,99.8,0.94,1
3489-VSFRD,56,60.25,0.09,2
3345-JHUEO,4,20.2,0.04,0
5815-HGGHV,20,64.15,0.03,3
5260-UMPWX,26,20.25,0.0,0
2249-YPRNG,20,105.85,0.71,3
7410-YTJIK,7,75.45,0.86,3
4626-GYCZP,7,93.85,0.8,3
5649-RXQTV,51,99.0,0.18,1
2674-MIAHT,4,80.3,0.34,3
2576-HXMPA,1,19.55,0.01,0
7587-AOVVU,27,100.75,0.32,3
5590-BYNII,22,100.75,0.62,3
6898-MDLZW,12,53.75,0.09,0
3237-AJGEH,3,31.0,0.73,0
4707-YNOQA,34,25.6,0.0,2
9357-UJRUN,24,58.35,0.01,3
1591-NFNLQ,51,80.0,0.73,1
8648-PFRMP,14,46.35,0.15,0
7663-CUXZB,59,113.75,0.03,1
0258-NOKBL,3,90.4,0.19,3
1163-VIPRI,65,109.3,0.02,1
2815-CPTUL,5,70.25,0.7,3
9348-ROUAI,59,90.3,0.01,1
9443-JUBUO,72,65.25,0.0,1
0596-BQCEQ,62,100.15,0.81,1
1481-ZUWZA,28,94.5,0.66,3
3043-TYBNO,3,60.65,0.04,3
4830-FAXFM,19,24.1,0.04,0
5906-BFOZT,1,19.5,0.765,0
2960-NKRSO,24,85.95,0.13,3
8996-ZROXE,57,53.5,0.08,2
5598-IKHQQ,72,25.45,0.0,2
0397-ZXWQF,67,20.5,0.0,2
5266-PFRQK,52,20.85,0.0,2
4674-HGNUA,71,89.9,0.0,1
6765-MBQNU,26,26.0,0.0,0
9786-IJYDL,35,113.2,0.06,1
1303-SRDOK,55,69.05,0.09,1
3769-MHZNV,33,20.1,0.01,0
6295-OSINB,72,109.65,0.03,1
3308-MHOOC,1,19.2,0.64,0
2309-OSFEU,10,33.9,0.67,0
2207-QPJED,37,90.0,0.09,3
4177-JPDFU,12,34.0,0.04,0
2239-CFOUJ,1,20.4,0.07,0
8046-DNVTL,62,38.6,0.0,2
2209-XADXF,1,25.25,0.21,0
6620-JDYNW,18,60.6,0.19,3
1891-FZYSA,69,89.95,0.73,1
4770-UEZOX,2,74.75,0.28,3
1038-RQOST,19,20.6,0.0,0
7613-LLQFO,12,84.45,0.85,3
4568-TTZRT,9,20.4,0.16,0
9513-DXHDA,27,81.7,0.08,3
2640-PMGFL,27,79.5,0.78,3
3801-HMYNL,1,89.15,0.9,3
0516-QREYC,24,20.3,0.1,0
9685-WKZGT,14,74.95,0.52,3
6022-UGGSO,32,74.4,0.72,3
8084-OIVBS,11,20.0,0.02,0
8896-BQTTI,1,25.0,0.15,0
3865-QBWSJ,38,80.45,0.09,3
3352-RICWQ,9,19.75,0.0,0
2160-GPFXD,54,65.65,0.0,2
2065-MMKGR,29,71.0,0.12,3
5857-TYBCJ,44,89.2,0.26,1
1498-NHTLT,59,86.75,0.0,1
4484-CGXFK,3,55.3,0.79,0
1402-PTHGN,18,61.5,0.04,3
4176-RELJR,67,25.1,0.0,2
6214-EDAKZ,22,55.15,0.66,3
5199-FPUSP,33,34.05,0.0,2
6377-KSLXC,5,19.95,0.06,0
1796-JANOW,2,19.95,0.04,0
0238-WHBIQ,72,89.7,0.0,1
8735-NBLWT,9,20.4,0.0,0
6651-RLGGM,67,26.3,0.0,2
6127-ISGTU,16,84.95,0.89,3
1614-JBEBI,8,20.7,0.0,0
8740-XLHDR,5,43.25,0.28,0
1208-DNHLN,23,48.35,0.13,0
1761-AEZZR,1,79.55,0.95,3
3923-CSIHK,50,71.05,0.78,1
5696-EXCYS,17,19.45,0.01,0
5795-KTGUD,68,110.8,0.02,1
7120-RFMVS,1,84.5,0.9,3
7924-GJZFI,25,69.3,0.12,3
4702-HDRKD,67,49.35,0.03,2
8512-WIWYV,32,20.35,0.0,0
5897-ZYEKH,67,105.6,0.08,1
5456-ITGIC,72,64.45,0.01,1
7317-GGVPB,71,108.6,0.6,1
1406-PUQVY,1,49.9,0.19,0
1322-AGOQM,46,30.3,0.71,2
3677-IYRBF,2,30.4,0.91,0
5692-FPTAH,1,45.4,0.31,0
9114-AAFQH,48,65.65,0.05,2
8715-KKTFG,61,103.3,0.07,1
1550-LOAHA,32,84.15,0.75,3
1728-BQDMA,2,44.45,0.13,0
0268-QKIWO,3,19.75,0.61,0
0876-WDUUZ,5,85.4,0.8,3
5117-ZSMHQ,71,89.9,0.0,1
5151-HQRDG,37,55.05,0.08,2
0960-HUWBM,65,104.1,0.05,1
6465-GSRCL,67,106.6,0.18,1
0617-FHSGK,49,75.2,0.88,1
0263-FJTQO,50,70.5,0.0,1
7319-ZNRTR,25,19.6,0.0,0
2858-MOFSQ,17,55.85,0.06,3
7503-EPSZW,64,24.05,0.0,2
7089-XXAYG,25,38.1,0.1,0
8118-LSUEL,23,106.4,0.81,3
8070-AAWZP,24,34.25,0.09,0
1666-JXLKU,37,100.05,0.2,1
7855-DIWPO,21,68.65,0.12,3
5133-POWUA,1,45.8,0.25,0
5652-MSDEY,10,75.75,0.29,3
7005-CCBKV,6,84.4,0.8,3
1810-BOHSY,51,96.4,0.15,1
1784-BXEFA,10,20.55,0.0,0
7351-MHQVU,6,50.95,0.14,0
9224-VTYID,47,90.5,0.0,1
9500-IWPXQ,61,79.4,0.02,1
5762-TJXGK,52,58.75,0.01,2
4504-YOULA,35,59.45,0.03,2
5569-IDSEY,71,105.7,0.03,1
4250-FDVOU,6,56.25,0.75,0
7284-ZZLOH,45,53.3,0.04,2
5277-ZLOOR,2,85.55,0.98,3
2141-RRYGO,4,68.65,0.78,3
1777-JYQPJ,2,24.3,0.14,0
6376-GAHQE,4,77.85,0.93,3
3401-URHDA,51,59.9,0.01,2
1599-EAHXY,60,23.95,0.0,2
8631-XVRZL,9,20.15,0.0,0
